nodes;pipe 1;pipe 2;reduction;kernel;hs_st;k;st_result;ke_result;equal
1500;25.775;5.24;4.224;1.016;0.0;14;0.0;0.0;1.0
1500;21.269;4.199;3.184;1.015;0.0;14;0.0;0.0;1.0
1500;21.065;4.184;3.184;0.985;0.015;14;0.0;0.0;1.0
1500;20.588;3.735;2.719;1.016;0.0;14;0.0;0.0;1.0
1500;23.426;3.7649999999999997;2.734;1.015;0.016;14;0.0;0.0;1.0
1500;26.945;3.752;2.734;1.018;0.0;14;0.0;0.0;1.0
1500;22.29;3.782;2.735;1.047;0.0;14;0.0;0.0;1.0
1500;21.355;3.737;2.737;1.0;0.0;14;0.0;0.0;1.0
1500;20.892;4.6850000000000005;3.716;0.969;0.0;14;0.0;0.0;1.0
1500;23.659;4.861;3.908;0.953;0.0;14;0.0;0.0;1.0
1500;20.943;4.343;3.359;0.984;0.0;14;0.0;0.0;1.0
1500;21.111;4.172;3.188;0.969;0.015;14;0.0;0.0;1.0
1500;21.018;4.079000000000001;3.063;1.0;0.016;14;0.0;0.0;1.0
1500;20.565;3.954;2.938;1.016;0.0;14;0.0;0.0;1.0
1500;20.626;3.6710000000000003;2.734;0.937;0.0;14;0.0;0.0;1.0
1500;21.769;3.688;2.719;0.954;0.015;14;0.0;0.0;1.0
1500;24.677;3.6839999999999997;2.731;0.938;0.015;14;0.0;0.0;1.0
1500;20.955;3.644;2.722;0.922;0.0;14;0.0;0.0;1.0
1500;21.851;3.734;2.734;0.969;0.031;14;0.0;0.0;1.0
1500;23.236;3.8430000000000004;2.89;0.922;0.031;14;0.0;0.0;1.0
1500;31.697;3.8589999999999995;2.921;0.937;0.001;14;0.0;0.0;1.0
1500;27.392;3.7800000000000002;2.797;0.968;0.015;14;0.0;0.0;1.0
1500;25.643;3.9680000000000004;2.89;1.063;0.015;14;0.0;0.0;1.0
1500;29.425;3.735;2.766;0.969;0.0;14;0.0;0.0;1.0
1500;25.488;3.922;2.906;1.0;0.016;14;0.0;0.0;1.0
1500;27.042;3.735;2.735;1.0;0.0;14;0.0;0.0;1.0
1500;24.783;3.6630000000000003;2.726;0.937;0.0;14;0.0;0.0;1.0
1500;28.293;3.852;2.836;1.016;0.0;14;0.0;0.0;1.0
1500;25.916;3.7039999999999997;2.719;0.953;0.032;14;0.0;0.0;1.0
1500;28.009;3.749;2.734;1.0;0.015;14;0.0;0.0;1.0
1500;26.341;3.719;2.75;0.969;0.0;14;0.0;0.0;1.0
1500;26.955;3.797;2.75;1.016;0.031;14;0.0;0.0;1.0
1500;27.074;3.7969999999999997;2.75;1.047;0.0;14;0.0;0.0;1.0
1500;26.566;3.718;2.734;0.984;0.0;14;0.0;0.0;1.0
1500;28.24;3.734;2.734;1.0;0.0;14;0.0;0.0;1.0
1500;25.895;3.6719999999999997;2.718;0.954;0.0;14;0.0;0.0;1.0
1500;26.661;3.995;2.995;0.968;0.032;14;0.0;0.0;1.0
1500;29.097;3.733;2.733;0.984;0.016;14;0.0;0.0;1.0
1500;26.145;3.687;2.719;0.968;0.0;14;0.0;0.0;1.0
1500;27.068;3.7199999999999998;2.719;1.001;0.0;14;0.0;0.0;1.0
1500;26.034;3.7329999999999997;2.718;1.015;0.0;14;0.0;0.0;1.0
1500;27.174;3.797;2.78;0.986;0.031;14;0.0;0.0;1.0
1500;25.614;3.732;2.732;1.0;0.0;14;0.0;0.0;1.0
1500;25.535;3.6580000000000004;2.721;0.922;0.015;14;0.0;0.0;1.0
1500;26.506;3.6870000000000003;2.733;0.954;0.0;14;0.0;0.0;1.0
1500;28.527;4.032;3.048;0.968;0.016;14;0.0;0.0;1.0
1500;29.685;3.974;2.943;1.031;0.0;14;0.0;0.0;1.0
1500;25.892;3.792;2.839;0.953;0.0;14;0.0;0.0;1.0
1500;29.522;3.8169999999999997;2.848;0.969;0.0;14;0.0;0.0;1.0
1500;10.675;3.986;2.986;1.0;0.0;14;0.0;0.0;1.0
1500;26.288;3.797;2.781;1.016;0.0;14;0.0;0.0;1.0
1500;26.411;3.7510000000000003;2.72;1.016;0.015;14;0.0;0.0;1.0
1500;26.908;3.75;2.718;1.032;0.0;14;0.0;0.0;1.0
1500;28.806;3.843;2.859;0.984;0.0;14;0.0;0.0;1.0
1500;28.646;3.6559999999999997;2.718;0.938;0.0;14;0.0;0.0;1.0
1500;26.295;3.6550000000000002;2.718;0.937;0.0;14;0.0;0.0;1.0
1500;24.502;3.626;2.703;0.923;0.0;14;0.0;0.0;1.0
1500;21.551;3.875;2.922;0.937;0.016;14;0.0;0.0;1.0
1500;20.892;3.75;2.828;0.922;0.0;14;0.0;0.0;1.0
1500;20.367;3.641;2.719;0.922;0.0;14;0.0;0.0;1.0
1500;20.846;3.672;2.719;0.938;0.015;14;0.0;0.0;1.0
