nodes;pipe 1;pipe 2;reduction_time;kernel_time;hs_st_time;k;st_result;ke_result;equal;ke_nodes;ke_edges;c_par;density;reduced_nodes;reduced_edges
1000;0.812;0.957;0.957;0.0;0.0;10;1.0;1.0;1.0;0.0;1000.0;-1;0.0;1000.0;0.0
1000;0.735;0.727;0.727;0.0;0.0;10;1.0;1.0;1.0;0.0;1000.0;-1;0.0;1000.0;0.0
1000;0.703;0.696;0.696;0.0;0.0;10;1.0;1.0;1.0;0.0;1000.0;-1;0.0;1000.0;0.0
1000;0.719;0.695;0.695;0.0;0.0;10;1.0;1.0;1.0;0.0;1000.0;-1;0.0;1000.0;0.0
1000;0.718;0.703;0.703;0.0;0.0;10;1.0;1.0;1.0;0.0;1000.0;-1;0.0;1000.0;0.0
1000;0.732;0.687;0.687;0.0;0.0;10;1.0;1.0;1.0;0.0;1000.0;-1;0.0;1000.0;0.0
1000;0.729;0.68;0.68;0.0;0.0;10;1.0;1.0;1.0;0.0;1000.0;-1;0.0;1000.0;0.0
1000;0.743;0.682;0.682;0.0;0.0;10;1.0;1.0;1.0;0.0;1000.0;-1;0.0;1000.0;0.0
1000;0.828;0.693;0.693;0.0;0.0;10;1.0;1.0;1.0;0.0;1000.0;-1;0.0;1000.0;0.0
1000;0.782;0.693;0.693;0.0;0.0;10;1.0;1.0;1.0;0.0;1000.0;-1;0.0;1000.0;0.0
1100;0.891;0.83;0.83;0.0;0.0;10;1.0;1.0;1.0;0.0;1100.0;-1;0.0;1100.0;0.0
1100;0.907;0.823;0.823;0.0;0.0;10;1.0;1.0;1.0;0.0;1100.0;-1;0.0;1100.0;0.0
1100;0.896;0.832;0.832;0.0;0.0;10;1.0;1.0;1.0;0.0;1100.0;-1;0.0;1100.0;0.0
1100;0.902;0.83;0.83;0.0;0.0;10;1.0;1.0;1.0;0.0;1100.0;-1;0.0;1100.0;0.0
1100;0.875;0.944;0.944;0.0;0.0;10;1.0;1.0;1.0;0.0;1100.0;-1;0.0;1100.0;0.0
1100;0.875;0.85;0.85;0.0;0.0;10;1.0;1.0;1.0;0.0;1100.0;-1;0.0;1100.0;0.0
1100;0.926;0.858;0.858;0.0;0.0;10;1.0;1.0;1.0;0.0;1100.0;-1;0.0;1100.0;0.0
1100;0.875;0.964;0.964;0.0;0.0;10;1.0;1.0;1.0;0.0;1100.0;-1;0.0;1100.0;0.0
1100;0.875;0.868;0.868;0.0;0.0;10;1.0;1.0;1.0;0.0;1100.0;-1;0.0;1100.0;0.0
1100;0.875;1.258;1.258;0.0;0.0;10;1.0;1.0;1.0;0.0;1100.0;-1;0.0;1100.0;0.0
1200;1.079;1.173;1.173;0.0;0.0;10;1.0;1.0;1.0;0.0;1200.0;-1;0.0;1200.0;0.0
1200;1.063;1.129;1.129;0.0;0.0;10;1.0;1.0;1.0;0.0;1200.0;-1;0.0;1200.0;0.0
1200;1.078;0.998;0.998;0.0;0.0;10;1.0;1.0;1.0;0.0;1200.0;-1;0.0;1200.0;0.0
1200;1.063;0.993;0.993;0.0;0.0;10;1.0;1.0;1.0;0.0;1200.0;-1;0.0;1200.0;0.0
1200;1.078;0.996;0.996;0.0;0.0;10;1.0;1.0;1.0;0.0;1200.0;-1;0.0;1200.0;0.0
1200;1.065;0.989;0.989;0.0;0.0;10;1.0;1.0;1.0;0.0;1200.0;-1;0.0;1200.0;0.0
1200;1.078;0.997;0.997;0.0;0.0;10;1.0;1.0;1.0;0.0;1200.0;-1;0.0;1200.0;0.0
1200;1.09;1.08;1.08;0.0;0.0;10;1.0;1.0;1.0;0.0;1200.0;-1;0.0;1200.0;0.0
1200;1.079;1.397;1.397;0.0;0.0;10;1.0;1.0;1.0;0.0;1200.0;-1;0.0;1200.0;0.0
1200;1.082;1.657;1.657;0.0;0.0;10;1.0;1.0;1.0;0.0;1200.0;-1;0.0;1200.0;0.0
1300;1.243;1.39;1.39;0.0;0.0;10;1.0;1.0;1.0;0.0;1300.0;-1;0.0;1300.0;0.0
