nodes;pipe 1;pipe 2;reduction_time;kernel_time;hs_st_time;k;st_result;ke_result;equal;ke_nodes;ke_edges;c_par;density;reduced_nodes;reduced_edges
1000;0.75;1.0;1.0;0.0;0.0;14;1.0;1.0;1.0;0.0;1000.0;-1;0.0;1000.0;0.0
1000;0.719;0.829;0.829;0.0;0.0;14;1.0;1.0;1.0;0.0;1000.0;-1;0.0;1000.0;0.0
1000;0.735;0.742;0.742;0.0;0.0;14;1.0;1.0;1.0;0.0;1000.0;-1;0.0;1000.0;0.0
1000;0.718;0.938;0.938;0.0;0.0;14;1.0;1.0;1.0;0.0;1000.0;-1;0.0;1000.0;0.0
1000;0.735;0.879;0.879;0.0;0.0;14;1.0;1.0;1.0;0.0;1000.0;-1;0.0;1000.0;0.0
1000;0.734;0.781;0.781;0.0;0.0;14;1.0;1.0;1.0;0.0;1000.0;-1;0.0;1000.0;0.0
1000;0.75;0.782;0.782;0.0;0.0;14;1.0;1.0;1.0;0.0;1000.0;-1;0.0;1000.0;0.0
1000;0.706;0.859;0.859;0.0;0.0;14;1.0;1.0;1.0;0.0;1000.0;-1;0.0;1000.0;0.0
1000;0.722;0.949;0.949;0.0;0.0;14;1.0;1.0;1.0;0.0;1000.0;-1;0.0;1000.0;0.0
1000;0.719;0.813;0.813;0.0;0.0;14;1.0;1.0;1.0;0.0;1000.0;-1;0.0;1000.0;0.0
1100;0.922;1.095;1.095;0.0;0.0;14;1.0;1.0;1.0;0.0;1100.0;-1;0.0;1100.0;0.0
1100;0.89;1.054;1.054;0.0;0.0;14;1.0;1.0;1.0;0.0;1100.0;-1;0.0;1100.0;0.0
1100;0.891;1.639;1.639;0.0;0.0;14;1.0;1.0;1.0;0.0;1100.0;-1;0.0;1100.0;0.0
1100;0.906;1.078;1.078;0.0;0.0;14;1.0;1.0;1.0;0.0;1100.0;-1;0.0;1100.0;0.0
1100;0.922;0.891;0.891;0.0;0.0;14;1.0;1.0;1.0;0.0;1100.0;-1;0.0;1100.0;0.0
1100;0.884;1.002;1.002;0.0;0.0;14;1.0;1.0;1.0;0.0;1100.0;-1;0.0;1100.0;0.0
1100;0.874;0.925;0.925;0.0;0.0;14;1.0;1.0;1.0;0.0;1100.0;-1;0.0;1100.0;0.0
1100;0.907;0.89;0.89;0.0;0.0;14;1.0;1.0;1.0;0.0;1100.0;-1;0.0;1100.0;0.0
1100;0.883;0.887;0.887;0.0;0.0;14;1.0;1.0;1.0;0.0;1100.0;-1;0.0;1100.0;0.0
1100;0.891;0.915;0.915;0.0;0.0;14;1.0;1.0;1.0;0.0;1100.0;-1;0.0;1100.0;0.0
1200;1.094;1.25;1.25;0.0;0.0;14;1.0;1.0;1.0;0.0;1200.0;-1;0.0;1200.0;0.0
1200;1.078;1.203;1.203;0.0;0.0;14;1.0;1.0;1.0;0.0;1200.0;-1;0.0;1200.0;0.0
1200;1.078;1.058;1.058;0.0;0.0;14;1.0;1.0;1.0;0.0;1200.0;-1;0.0;1200.0;0.0
1200;1.047;1.125;1.125;0.0;0.0;14;1.0;1.0;1.0;0.0;1200.0;-1;0.0;1200.0;0.0
1200;1.063;1.114;1.114;0.0;0.0;14;1.0;1.0;1.0;0.0;1200.0;-1;0.0;1200.0;0.0
1200;1.053;1.203;1.203;0.0;0.0;14;1.0;1.0;1.0;0.0;1200.0;-1;0.0;1200.0;0.0
1200;1.104;1.313;1.313;0.0;0.0;14;1.0;1.0;1.0;0.0;1200.0;-1;0.0;1200.0;0.0
1200;1.062;1.415;1.415;0.0;0.0;14;1.0;1.0;1.0;0.0;1200.0;-1;0.0;1200.0;0.0
1200;1.079;1.095;1.095;0.0;0.0;14;1.0;1.0;1.0;0.0;1200.0;-1;0.0;1200.0;0.0
1200;1.085;1.053;1.053;0.0;0.0;14;1.0;1.0;1.0;0.0;1200.0;-1;0.0;1200.0;0.0
1300;1.25;1.502;1.502;0.0;0.0;14;1.0;1.0;1.0;0.0;1300.0;-1;0.0;1300.0;0.0
1300;1.25;1.383;1.383;0.0;0.0;14;1.0;1.0;1.0;0.0;1300.0;-1;0.0;1300.0;0.0
1300;1.234;1.563;1.563;0.0;0.0;14;1.0;1.0;1.0;0.0;1300.0;-1;0.0;1300.0;0.0
1300;1.276;1.507;1.507;0.0;0.0;14;1.0;1.0;1.0;0.0;1300.0;-1;0.0;1300.0;0.0
1300;1.268;1.437;1.437;0.0;0.0;14;1.0;1.0;1.0;0.0;1300.0;-1;0.0;1300.0;0.0
1300;1.254;1.41;1.41;0.0;0.0;14;1.0;1.0;1.0;0.0;1300.0;-1;0.0;1300.0;0.0
1300;1.234;1.21;1.21;0.0;0.0;14;1.0;1.0;1.0;0.0;1300.0;-1;0.0;1300.0;0.0
1300;1.249;1.438;1.438;0.0;0.0;14;1.0;1.0;1.0;0.0;1300.0;-1;0.0;1300.0;0.0
1300;1.281;1.234;1.234;0.0;0.0;14;1.0;1.0;1.0;0.0;1300.0;-1;0.0;1300.0;0.0
1300;1.299;1.188;1.188;0.0;0.0;14;1.0;1.0;1.0;0.0;1300.0;-1;0.0;1300.0;0.0
1400;1.463;1.421;1.421;0.0;0.0;14;1.0;1.0;1.0;0.0;1400.0;-1;0.0;1400.0;0.0
1400;1.502;1.406;1.406;0.0;0.0;14;1.0;1.0;1.0;0.0;1400.0;-1;0.0;1400.0;0.0
1400;1.484;1.649;1.649;0.0;0.0;14;1.0;1.0;1.0;0.0;1400.0;-1;0.0;1400.0;0.0
1400;1.474;1.509;1.509;0.0;0.0;14;1.0;1.0;1.0;0.0;1400.0;-1;0.0;1400.0;0.0
1400;1.417;1.453;1.453;0.0;0.0;14;1.0;1.0;1.0;0.0;1400.0;-1;0.0;1400.0;0.0
1400;1.438;1.5;1.5;0.0;0.0;14;1.0;1.0;1.0;0.0;1400.0;-1;0.0;1400.0;0.0
1400;1.422;1.547;1.547;0.0;0.0;14;1.0;1.0;1.0;0.0;1400.0;-1;0.0;1400.0;0.0
1400;1.438;1.516;1.516;0.0;0.0;14;1.0;1.0;1.0;0.0;1400.0;-1;0.0;1400.0;0.0
1400;1.578;1.562;1.562;0.0;0.0;14;1.0;1.0;1.0;0.0;1400.0;-1;0.0;1400.0;0.0
1400;1.625;1.518;1.518;0.0;0.0;14;1.0;1.0;1.0;0.0;1400.0;-1;0.0;1400.0;0.0
1500;1.594;1.687;1.687;0.0;0.0;14;1.0;1.0;1.0;0.0;1500.0;-1;0.0;1500.0;0.0
1500;1.672;1.758;1.758;0.0;0.0;14;1.0;1.0;1.0;0.0;1500.0;-1;0.0;1500.0;0.0
1500;1.75;1.765;1.765;0.0;0.0;14;1.0;1.0;1.0;0.0;1500.0;-1;0.0;1500.0;0.0
1500;1.594;1.687;1.687;0.0;0.0;14;1.0;1.0;1.0;0.0;1500.0;-1;0.0;1500.0;0.0
1500;1.624;1.858;1.858;0.0;0.0;14;1.0;1.0;1.0;0.0;1500.0;-1;0.0;1500.0;0.0
1500;1.689;1.706;1.706;0.0;0.0;14;1.0;1.0;1.0;0.0;1500.0;-1;0.0;1500.0;0.0
1500;1.657;1.705;1.705;0.0;0.0;14;1.0;1.0;1.0;0.0;1500.0;-1;0.0;1500.0;0.0
1500;1.719;1.687;1.687;0.0;0.0;14;1.0;1.0;1.0;0.0;1500.0;-1;0.0;1500.0;0.0
1500;1.699;1.704;1.704;0.0;0.0;14;1.0;1.0;1.0;0.0;1500.0;-1;0.0;1500.0;0.0
1500;1.693;1.687;1.687;0.0;0.0;14;1.0;1.0;1.0;0.0;1500.0;-1;0.0;1500.0;0.0
500;0.188;0.188;0.188;0.0;0.0;14;1.0;1.0;1.0;0.0;500.0;-1;0.0;500.0;0.0
500;0.187;0.172;0.172;0.0;0.0;14;1.0;1.0;1.0;0.0;500.0;-1;0.0;500.0;0.0
500;0.188;0.187;0.187;0.0;0.0;14;1.0;1.0;1.0;0.0;500.0;-1;0.0;500.0;0.0
500;0.187;0.188;0.188;0.0;0.0;14;1.0;1.0;1.0;0.0;500.0;-1;0.0;500.0;0.0
500;0.188;0.187;0.187;0.0;0.0;14;1.0;1.0;1.0;0.0;500.0;-1;0.0;500.0;0.0
500;0.203;0.203;0.203;0.0;0.0;14;1.0;1.0;1.0;0.0;500.0;-1;0.0;500.0;0.0
500;0.187;0.172;0.172;0.0;0.0;14;1.0;1.0;1.0;0.0;500.0;-1;0.0;500.0;0.0
500;0.184;0.172;0.172;0.0;0.0;14;1.0;1.0;1.0;0.0;500.0;-1;0.0;500.0;0.0
500;0.171;0.197;0.197;0.0;0.0;14;1.0;1.0;1.0;0.0;500.0;-1;0.0;500.0;0.0
500;0.172;0.172;0.172;0.0;0.0;14;1.0;1.0;1.0;0.0;500.0;-1;0.0;500.0;0.0
600;0.265;0.266;0.266;0.0;0.0;14;1.0;1.0;1.0;0.0;600.0;-1;0.0;600.0;0.0
600;0.266;0.265;0.265;0.0;0.0;14;1.0;1.0;1.0;0.0;600.0;-1;0.0;600.0;0.0
600;0.25;0.265;0.265;0.0;0.0;14;1.0;1.0;1.0;0.0;600.0;-1;0.0;600.0;0.0
600;0.265;0.281;0.281;0.0;0.0;14;1.0;1.0;1.0;0.0;600.0;-1;0.0;600.0;0.0
600;0.251;0.266;0.266;0.0;0.0;14;1.0;1.0;1.0;0.0;600.0;-1;0.0;600.0;0.0
600;0.256;0.289;0.289;0.0;0.0;14;1.0;1.0;1.0;0.0;600.0;-1;0.0;600.0;0.0
600;0.266;0.266;0.266;0.0;0.0;14;1.0;1.0;1.0;0.0;600.0;-1;0.0;600.0;0.0
600;0.265;0.265;0.265;0.0;0.0;14;1.0;1.0;1.0;0.0;600.0;-1;0.0;600.0;0.0
600;0.266;0.266;0.266;0.0;0.0;14;1.0;1.0;1.0;0.0;600.0;-1;0.0;600.0;0.0
600;0.265;0.265;0.265;0.0;0.0;14;1.0;1.0;1.0;0.0;600.0;-1;0.0;600.0;0.0
700;0.36;0.36;0.36;0.0;0.0;14;1.0;1.0;1.0;0.0;700.0;-1;0.0;700.0;0.0
700;0.359;0.375;0.375;0.0;0.0;14;1.0;1.0;1.0;0.0;700.0;-1;0.0;700.0;0.0
