file;n;c_par;density;k;Pipe 1 time;Pipe 1 result;Reduction time;Reduced nodes;Reduced edges;Kernel time;Kernel nodes;Kernel edges;HS-ST time;Pipe 2 time;Pipe 2 result;Time to solve;Pipe 1 == Pipe 2;Pipe 1 timeout;Pipe 2 timeout;
bara_alb_n_100_m_1_0.gr;100;2;1;5;-1.0;-1;0.031;100;99;0.0;-1;-1;0.0;0.031;0;0.031;-1;-1;0;
bara_alb_n_100_m_1_1.gr;100;2;1;5;-1.0;-1;0.016;100;99;0.0;-1;-1;0.0;0.016;0;0.016;-1;-1;0;
bara_alb_n_100_m_1_2.gr;100;2;1;5;-1.0;-1;0.0;100;99;0.0;-1;-1;0.0;0.0;0;0.015;-1;-1;0;
bara_alb_n_100_m_1_3.gr;100;2;1;5;-1.0;-1;0.016;100;99;0.0;-1;-1;0.0;0.016;0;0.032;-1;-1;0;
bara_alb_n_100_m_1_4.gr;100;2;1;5;-1.0;-1;0.0;100;99;0.0;-1;-1;0.0;0.0;0;0.016;-1;-1;0;
bara_alb_n_100_m_1_5.gr;100;2;1;5;-1.0;-1;0.0;100;99;0.0;-1;-1;0.0;0.0;0;0.0;-1;-1;0;
bara_alb_n_100_m_1_6.gr;100;2;1;5;-1.0;-1;0.0;100;99;0.0;-1;-1;0.0;0.0;0;0.016;-1;-1;0;
bara_alb_n_100_m_1_7.gr;100;2;1;5;-1.0;-1;0.0;100;99;0.0;-1;-1;0.0;0.0;0;0.015;-1;-1;0;
bara_alb_n_100_m_1_8.gr;100;2;1;5;-1.0;-1;0.016;100;99;0.0;-1;-1;0.0;0.016;0;0.062;-1;-1;0;
bara_alb_n_100_m_1_9.gr;100;2;1;5;-1.0;-1;0.0;100;99;0.0;-1;-1;0.0;0.0;0;0.079;-1;-1;0;
bara_alb_n_120_m_1_0.gr;120;2;1;5;-1.0;-1;0.0;120;119;0.0;-1;-1;0.0;0.0;0;0.016;-1;-1;0;
bara_alb_n_120_m_1_1.gr;120;2;1;5;-1.0;-1;0.0;120;119;0.0;-1;-1;0.0;0.0;0;0.093;-1;-1;0;
bara_alb_n_120_m_1_2.gr;120;2;1;5;-1.0;-1;0.016;120;119;0.0;-1;-1;0.0;0.016;0;0.032;-1;-1;0;
bara_alb_n_120_m_1_3.gr;120;2;1;5;-1.0;-1;0.016;120;119;0.0;-1;-1;0.0;0.016;0;0.047;-1;-1;0;
bara_alb_n_120_m_1_4.gr;120;2;1;5;-1.0;-1;0.0;120;119;0.0;-1;-1;0.0;0.0;0;0.016;-1;-1;0;
bara_alb_n_120_m_1_5.gr;120;2;1;5;-1.0;-1;0.0;120;119;0.0;-1;-1;0.0;0.0;0;0.016;-1;-1;0;
bara_alb_n_120_m_1_6.gr;120;2;1;5;-1.0;-1;0.016;120;119;0.0;-1;-1;0.0;0.016;0;0.032;-1;-1;0;
bara_alb_n_120_m_1_7.gr;120;2;1;5;-1.0;-1;0.0;120;119;0.0;-1;-1;0.0;0.0;0;0.079;-1;-1;0;
bara_alb_n_120_m_1_8.gr;120;2;1;5;-1.0;-1;0.0;120;119;0.0;-1;-1;0.0;0.0;0;0.015;-1;-1;0;
bara_alb_n_120_m_1_9.gr;120;2;1;5;-1.0;-1;0.0;120;119;0.0;-1;-1;0.0;0.0;0;0.047;-1;-1;0;
bara_alb_n_140_m_1_0.gr;140;2;1;5;-1.0;-1;0.015;140;139;0.0;-1;-1;0.0;0.015;0;0.25;-1;-1;0;
bara_alb_n_140_m_1_1.gr;140;2;1;5;-1.0;-1;0.0;140;139;0.0;-1;-1;0.0;0.0;0;0.141;-1;-1;0;
bara_alb_n_140_m_1_2.gr;140;2;1;5;-1.0;-1;0.0;140;139;0.0;-1;-1;0.0;0.0;0;0.015;-1;-1;0;
bara_alb_n_140_m_1_3.gr;140;2;1;5;-1.0;-1;0.016;140;139;0.0;-1;-1;0.0;0.016;0;0.095;-1;-1;0;
bara_alb_n_140_m_1_4.gr;140;2;1;5;-1.0;-1;0.0;140;139;0.0;-1;-1;0.0;0.0;0;0.11;-1;-1;0;
bara_alb_n_140_m_1_5.gr;140;2;1;5;-1.0;-1;0.015;140;139;0.0;-1;-1;0.0;0.015;0;0.046;-1;-1;0;
bara_alb_n_140_m_1_6.gr;140;2;1;5;-1.0;-1;0.0;140;139;0.0;-1;-1;0.0;0.0;0;0.047;-1;-1;0;
bara_alb_n_140_m_1_7.gr;140;2;1;5;-1.0;-1;0.0;140;139;0.0;-1;-1;0.0;0.0;0;0.031;-1;-1;0;
bara_alb_n_140_m_1_8.gr;140;2;1;5;-1.0;-1;0.016;140;139;0.0;-1;-1;0.0;0.016;0;0.047;-1;-1;0;
bara_alb_n_140_m_1_9.gr;140;2;1;5;-1.0;-1;0.0;140;139;0.0;-1;-1;0.0;0.0;0;0.125;-1;-1;0;
bara_alb_n_160_m_1_0.gr;160;2;1;5;-1.0;-1;0.0;160;159;0.0;-1;-1;0.0;0.0;0;0.031;-1;-1;0;
bara_alb_n_160_m_1_1.gr;160;2;1;5;-1.0;-1;0.0;160;159;0.0;-1;-1;0.0;0.0;0;0.14;-1;-1;0;
bara_alb_n_160_m_1_2.gr;160;2;1;5;-1.0;-1;0.0;160;159;0.0;-1;-1;0.0;0.0;0;0.047;-1;-1;0;
bara_alb_n_160_m_1_3.gr;160;2;1;5;-1.0;-1;0.0;160;159;0.0;-1;-1;0.0;0.0;0;0.031;-1;-1;0;
bara_alb_n_160_m_1_4.gr;160;2;1;5;-1.0;-1;0.0;160;159;0.0;-1;-1;0.0;0.0;0;0.046;-1;-1;0;
