nodes;pipe 1;pipe 2;reduction_time;kernel_time;hs_st_time;k;st_result;ke_result;equal;ke_nodes;ke_edges;c_par;density;reduced_nodes;reduced_edges
1000;6.627;1.695;1.379;0.316;0.0;12;1.0;1.0;1.0;12.0;12.0;-1;2.0;1000.0;2417.0
1000;8.987;1.274;1.106;0.168;0.0;12;1.0;1.0;1.0;12.0;12.0;-1;2.0;1000.0;2426.0
1000;11.003;1.345;1.178;0.167;0.0;12;1.0;1.0;1.0;12.0;12.0;-1;2.0;1000.0;2343.0
1000;6.516;1.179;1.026;0.153;0.0;12;1.0;1.0;1.0;12.0;12.0;-1;2.0;1000.0;2441.0
1000;6.807;1.3559999999999999;1.212;0.144;0.0;12;1.0;1.0;1.0;12.0;12.0;-1;2.0;1000.0;2413.0
1000;13.254;1.457;1.316;0.141;0.0;12;1.0;1.0;1.0;12.0;12.0;-1;2.0;1000.0;2408.0
1000;8.835;1.636;1.473;0.162;0.001;12;1.0;1.0;1.0;12.0;12.0;-1;2.0;1000.0;2367.0
1000;11.288;1.307;1.171;0.136;0.0;12;1.0;1.0;1.0;12.0;12.0;-1;2.0;1000.0;2372.0
1000;8.721;1.147;1.016;0.131;0.0;12;1.0;1.0;1.0;12.0;12.0;-1;2.0;1000.0;2441.0
1000;7.657;1.079;0.957;0.122;0.0;12;1.0;1.0;1.0;12.0;12.0;-1;2.0;1000.0;2406.0
1200;8.377;1.551;1.359;0.192;0.0;12;1.0;1.0;1.0;12.0;12.0;-1;2.0;1200.0;2846.0
1200;14.025;1.5519999999999998;1.376;0.176;0.0;12;1.0;1.0;1.0;12.0;12.0;-1;2.0;1200.0;2825.0
1200;14.298;1.9080000000000001;1.719;0.189;0.0;12;1.0;1.0;1.0;12.0;12.0;-1;2.0;1200.0;2911.0
1200;12.736;1.6969999999999998;1.517;0.18;0.0;12;1.0;1.0;1.0;12.0;12.0;-1;2.0;1200.0;2785.0
1200;10.79;1.628;1.438;0.19;0.0;12;1.0;1.0;1.0;12.0;12.0;-1;2.0;1200.0;2827.0
1200;9.719;1.696;1.484;0.212;0.0;12;1.0;1.0;1.0;12.0;12.0;-1;2.0;1200.0;2872.0
1200;10.363;1.673;1.5;0.173;0.0;12;1.0;1.0;1.0;12.0;12.0;-1;2.0;1200.0;2846.0
1200;7.438;1.658;1.501;0.157;0.0;12;1.0;1.0;1.0;12.0;12.0;-1;2.0;1200.0;2847.0
1200;11.246;1.646;1.484;0.162;0.0;12;1.0;1.0;1.0;12.0;12.0;-1;2.0;1200.0;2929.0
1200;10.423;1.599;1.453;0.146;0.0;12;1.0;1.0;1.0;12.0;12.0;-1;2.0;1200.0;2825.0
1400;13.626;2.207;2.0;0.207;0.0;12;1.0;1.0;1.0;12.0;12.0;-1;2.0;1400.0;3349.0
