nodes;pipe 1;pipe 2;reduction_time;kernel_time;hs_st_time;k;st_result;ke_result;equal;ke_nodes;ke_edges;c_par;density;reduced_nodes;reduced_edges;pipe_1_timeout;pipe_2_timeout;
200;-1;0.17099999999999999;0.156;0.015;0.0;12;-1;0;-1;29;39;2;2.95;200;587;-1;0;
200;-1;0.126;0.094;0.032;0.0;12;-1;0;-1;12;9;2;2.95;200;539;-1;0;
200;-1;0.124;0.093;0.031;0.0;12;-1;0;-1;29;44;2;2.955;200;567;-1;0;
200;-1;0.125;0.094;0.031;0.0;12;-1;0;-1;18;20;2;2.95;200;581;-1;0;
200;-1;0.094;0.063;0.031;0.0;12;-1;0;-1;23;30;2;2.95;200;581;-1;0;
200;-1;0.11;0.078;0.032;0.0;12;-1;0;-1;19;22;2;2.95;200;576;-1;0;
200;-1;0.109;0.078;0.031;0.0;12;-1;0;-1;28;39;2;2.955;200;569;-1;0;
200;-1;0.062;0.047;0.015;0.0;12;-1;0;-1;21;27;2;2.95;200;583;-1;0;
200;-1;0.07;0.054;0.016;0.0;12;-1;0;-1;22;31;2;2.955;200;571;-1;0;
200;-1;0.218;0.187;0.031;0.0;13;-1;0;-1;29;42;2;2.955;200;568;-1;0;
200;-1;0.17099999999999999;0.156;0.015;0.0;13;-1;0;-1;37;53;2;2.95;200;587;-1;0;
200;-1;0.109;0.094;0.015;0.0;13;-1;0;-1;18;15;2;2.95;200;539;-1;0;
200;-1;0.14200000000000002;0.093;0.032;0.017;13;-1;0;-1;29;44;2;2.955;200;567;-1;0;
200;-1;0.109;0.094;0.015;0.0;13;-1;0;-1;18;20;2;2.95;200;581;-1;0;
200;-1;0.095;0.063;0.032;0.0;13;-1;0;-1;23;30;2;2.95;200;581;-1;0;
200;-1;0.094;0.078;0.016;0.0;13;-1;0;-1;19;22;2;2.95;200;576;-1;0;
200;-1;0.109;0.078;0.031;0.0;13;-1;0;-1;28;39;2;2.955;200;569;-1;0;
200;-1;0.078;0.047;0.031;0.0;13;-1;0;-1;19;25;2;2.95;200;583;-1;0;
200;-1;0.07;0.054;0.016;0.0;13;-1;0;-1;22;31;2;2.955;200;571;-1;0;
200;-1;0.218;0.187;0.031;0.0;14;-1;0;-1;28;41;2;2.955;200;568;-1;0;
200;-1;0.187;0.156;0.031;0.0;14;-1;0;-1;44;66;2;2.95;200;587;-1;0;
200;-1;0.11;0.094;0.016;0.0;14;-1;0;-1;22;21;2;2.95;200;539;-1;0;
200;-1;0.14;0.093;0.031;0.016;14;-1;0;-1;29;44;2;2.955;200;567;-1;0;
200;-1;0.125;0.094;0.031;0.0;14;-1;0;-1;25;30;2;2.95;200;581;-1;0;
200;-1;0.094;0.063;0.031;0.0;14;-1;0;-1;35;48;2;2.95;200;581;-1;0;
200;-1;0.109;0.078;0.031;0.0;14;-1;0;-1;25;28;2;2.95;200;576;-1;0;
200;-1;0.11;0.078;0.032;0.0;14;-1;0;-1;31;44;2;2.955;200;569;-1;0;
200;-1;0.078;0.047;0.031;0.0;14;-1;0;-1;34;46;2;2.95;200;583;-1;0;
200;-1;0.069;0.054;0.015;0.0;14;-1;0;-1;29;40;2;2.955;200;571;-1;0;
200;-1;0.23399999999999999;0.187;0.047;0.0;15;-1;0;-1;35;52;2;2.955;200;568;-1;0;
200;-1;0.187;0.156;0.031;0.0;15;-1;0;-1;52;81;2;2.95;200;587;-1;0;
200;-1;0.123;0.094;0.029;0.0;15;-1;0;-1;26;29;2;2.95;200;539;-1;0;
200;-1;0.137;0.093;0.044;0.0;15;-1;0;-1;35;55;2;2.955;200;567;-1;0;
200;-1;0.14100000000000001;0.094;0.047;0.0;15;-1;0;-1;35;46;2;2.95;200;581;-1;0;
200;-1;0.094;0.063;0.031;0.0;15;-1;0;-1;29;42;2;2.95;200;581;-1;0;
200;-1;0.109;0.078;0.031;0.0;15;-1;0;-1;24;27;2;2.95;200;576;-1;0;
200;-1;0.125;0.078;0.031;0.016;15;-1;0;-1;41;60;2;2.955;200;569;-1;0;
200;-1;0.063;0.047;0.016;0.0;15;-1;0;-1;34;46;2;2.95;200;583;-1;0;
200;-1;0.08499999999999999;0.054;0.031;0.0;15;-1;0;-1;44;65;2;2.955;200;571;-1;0;
200;-1;0.23399999999999999;0.187;0.047;0.0;16;-1;0;-1;45;69;2;2.955;200;568;-1;0;
200;-1;0.188;0.156;0.032;0.0;16;-1;0;-1;52;81;2;2.95;200;587;-1;0;
200;-1;0.125;0.094;0.031;0.0;16;-1;0;-1;26;29;2;2.95;200;539;-1;0;
200;-1;0.124;0.093;0.031;0.0;16;-1;0;-1;35;55;2;2.955;200;567;-1;0;
200;-1;0.125;0.094;0.031;0.0;16;-1;0;-1;42;60;2;2.95;200;581;-1;0;
200;-1;0.11;0.063;0.047;0.0;16;-1;0;-1;40;59;2;2.95;200;581;-1;0;
200;-1;0.109;0.078;0.031;0.0;16;-1;0;-1;32;40;2;2.95;200;576;-1;0;
200;-1;0.109;0.078;0.031;0.0;16;-1;0;-1;41;60;2;2.955;200;569;-1;0;
200;-1;0.079;0.047;0.032;0.0;16;-1;0;-1;51;75;2;2.95;200;583;-1;0;
200;-1;0.101;0.054;0.047;0.0;16;-1;0;-1;67;112;2;2.955;200;571;-1;0;
200;-1;0.219;0.187;0.032;0.0;17;-1;0;-1;45;69;2;2.955;200;568;-1;0;
200;-1;0.21500000000000002;0.156;0.047;0.012;17;-1;0;-1;52;81;2;2.95;200;587;-1;0;
200;-1;0.124;0.094;0.029;0.001;17;-1;0;-1;38;47;2;2.95;200;539;-1;0;
200;-1;0.14;0.093;0.047;0.0;17;-1;0;-1;59;98;2;2.955;200;567;-1;0;
200;-1;0.15700000000000003;0.094;0.047;0.016;17;-1;0;-1;39;57;2;2.95;200;581;-1;0;
200;-1;0.11;0.063;0.047;0.0;17;-1;0;-1;40;59;2;2.95;200;581;-1;0;
200;-1;0.109;0.078;0.031;0.0;17;-1;0;-1;29;37;2;2.95;200;576;-1;0;
200;-1;0.14100000000000001;0.078;0.063;0.0;17;-1;0;-1;61;98;2;2.955;200;569;-1;0;
200;-1;0.094;0.047;0.047;0.0;17;-1;0;-1;51;75;2;2.95;200;583;-1;0;
200;-1;0.11599999999999999;0.054;0.062;0.0;17;-1;0;-1;67;112;2;2.955;200;571;-1;0;
200;-1;0.23399999999999999;0.187;0.047;0.0;18;-1;0;-1;40;64;2;2.955;200;568;-1;0;
200;-1;0.281;0.156;0.125;0.0;18;-1;0;-1;99;184;2;2.95;200;587;-1;0;
200;-1;0.125;0.094;0.031;0.0;18;-1;0;-1;32;41;2;2.95;200;539;-1;0;
200;-1;0.14;0.093;0.047;0.0;18;-1;0;-1;59;98;2;2.955;200;567;-1;0;
200;-1;0.126;0.094;0.032;0.0;18;-1;0;-1;39;57;2;2.95;200;581;-1;0;
200;-1;0.11;0.063;0.047;0.0;18;-1;0;-1;40;59;2;2.95;200;581;-1;0;
200;-1;0.109;0.078;0.031;0.0;18;-1;0;-1;46;62;2;2.95;200;576;-1;0;
200;-1;0.15600000000000003;0.078;0.063;0.015;18;-1;0;-1;69;116;2;2.955;200;569;-1;0;
200;-1;0.094;0.047;0.031;0.016;18;-1;0;-1;50;74;2;2.95;200;583;-1;0;
200;-1;0.101;0.054;0.047;0.0;18;-1;0;-1;64;109;2;2.955;200;571;-1;0;
200;-1;0.23399999999999999;0.187;0.047;0.0;19;-1;0;-1;40;64;2;2.955;200;568;-1;0;
200;-1;0.249;0.156;0.093;0.0;19;-1;0;-1;99;184;2;2.95;200;587;-1;0;
200;-1;0.125;0.094;0.031;0.0;19;-1;0;-1;32;41;2;2.95;200;539;-1;0;
200;-1;0.14;0.093;0.047;0.0;19;-1;0;-1;59;98;2;2.955;200;567;-1;0;
200;-1;0.14100000000000001;0.094;0.047;0.0;19;-1;0;-1;39;57;2;2.95;200;581;-1;0;
200;-1;0.11;0.063;0.047;0.0;19;-1;0;-1;40;59;2;2.95;200;581;-1;0;
200;-1;0.109;0.078;0.031;0.0;19;-1;0;-1;44;60;2;2.95;200;576;-1;0;
200;-1;0.156;0.078;0.078;0.0;19;-1;0;-1;69;116;2;2.955;200;569;-1;0;
200;-1;0.11;0.047;0.063;0.0;19;-1;0;-1;70;114;2;2.95;200;583;-1;0;
200;-1;0.101;0.054;0.047;0.0;19;-1;0;-1;64;109;2;2.955;200;571;-1;0;
200;-1;0.23399999999999999;0.187;0.047;0.0;20;-1;0;-1;40;64;2;2.955;200;568;-1;0;
200;-1;0.249;0.156;0.093;0.0;20;-1;0;-1;99;184;2;2.95;200;587;-1;0;
200;-1;0.14200000000000002;0.094;0.031;0.017;20;-1;0;-1;42;57;2;2.95;200;539;-1;0;
200;-1;0.139;0.093;0.046;0.0;20;-1;0;-1;64;111;2;2.955;200;567;-1;0;
200;-1;0.125;0.094;0.031;0.0;20;-1;0;-1;37;55;2;2.95;200;581;-1;0;
200;-1;0.11;0.063;0.047;0.0;20;-1;0;-1;39;58;2;2.95;200;581;-1;0;
200;-1;0.109;0.078;0.031;0.0;20;-1;0;-1;44;60;2;2.95;200;576;-1;0;
200;-1;0.14;0.078;0.062;0.0;20;-1;0;-1;69;116;2;2.955;200;569;-1;0;
200;-1;0.11;0.047;0.063;0.0;20;-1;0;-1;68;112;2;2.95;200;583;-1;0;
200;-1;0.11599999999999999;0.054;0.062;0.0;20;-1;0;-1;72;125;2;2.955;200;571;-1;0;
200;-1;0.25;0.187;0.063;0.0;21;-1;0;-1;67;112;2;2.955;200;568;-1;0;
200;-1;0.25;0.156;0.094;0.0;21;-1;0;-1;99;184;2;2.95;200;587;-1;0;
200;-1;0.14100000000000001;0.094;0.031;0.016;21;-1;0;-1;42;57;2;2.95;200;539;-1;0;
200;-1;0.155;0.093;0.062;0.0;21;-1;0;-1;77;138;2;2.955;200;567;-1;0;
200;-1;0.14100000000000001;0.094;0.047;0.0;21;-1;0;-1;37;55;2;2.95;200;581;-1;0;
200;-1;0.11;0.063;0.047;0.0;21;-1;0;-1;39;58;2;2.95;200;581;-1;0;
200;-1;0.109;0.078;0.031;0.0;21;-1;0;-1;42;58;2;2.95;200;576;-1;0;
200;-1;0.172;0.078;0.094;0.0;21;-1;0;-1;89;160;2;2.955;200;569;-1;0;
200;-1;0.094;0.047;0.047;0.0;21;-1;0;-1;68;112;2;2.95;200;583;-1;0;
200;-1;0.11699999999999999;0.054;0.063;0.0;21;-1;0;-1;82;149;2;2.955;200;571;-1;0;
200;-1;0.249;0.187;0.062;0.0;22;-1;0;-1;67;112;2;2.955;200;568;-1;0;
200;-1;0.25;0.156;0.094;0.0;22;-1;0;-1;99;184;2;2.95;200;587;-1;0;
200;-1;0.14100000000000001;0.094;0.031;0.016;22;-1;0;-1;42;57;2;2.95;200;539;-1;0;
200;-1;0.155;0.093;0.062;0.0;22;-1;0;-1;77;138;2;2.955;200;567;-1;0;
200;-1;0.14100000000000001;0.094;0.047;0.0;22;-1;0;-1;37;55;2;2.95;200;581;-1;0;
200;-1;0.11;0.063;0.047;0.0;22;-1;0;-1;39;58;2;2.95;200;581;-1;0;
200;-1;0.125;0.078;0.047;0.0;22;-1;0;-1;53;79;2;2.95;200;576;-1;0;
200;-1;0.172;0.078;0.094;0.0;22;-1;0;-1;87;158;2;2.955;200;569;-1;0;
200;-1;0.109;0.047;0.062;0.0;22;-1;0;-1;67;111;2;2.95;200;583;-1;0;
200;-1;0.11699999999999999;0.054;0.063;0.0;22;-1;0;-1;82;149;2;2.955;200;571;-1;0;
200;-1;0.249;0.187;0.062;0.0;23;-1;0;-1;65;110;2;2.955;200;568;-1;0;
200;-1;0.25;0.156;0.094;0.0;23;-1;0;-1;98;183;2;2.95;200;587;-1;0;
200;-1;0.15600000000000003;0.094;0.047;0.015;23;-1;0;-1;42;57;2;2.95;200;539;-1;0;
200;-1;0.361;0.093;0.238;0.03;23;-1;0;-1;86;159;2;2.955;200;567;-1;0;
200;-1;0.34500000000000003;0.094;0.173;0.078;23;-1;0;-1;52;80;2;2.95;200;581;-1;0;
200;-1;0.14100000000000001;0.063;0.078;0.0;23;-1;0;-1;54;79;2;2.95;200;581;-1;0;
200;-1;0.33199999999999996;0.078;0.223;0.031;23;-1;0;-1;64;100;2;2.95;200;576;-1;0;
200;-1;0.25;0.078;0.172;0.0;23;-1;0;-1;112;217;2;2.955;200;569;-1;0;
200;-1;0.203;0.047;0.156;0.0;23;-1;0;-1;93;164;2;2.95;200;583;-1;0;
200;-1;0.175;0.054;0.121;0.0;23;-1;0;-1;82;149;2;2.955;200;571;-1;0;
200;-1;0.312;0.187;0.125;0.0;24;-1;0;-1;65;110;2;2.955;200;568;-1;0;
200;-1;0.312;0.156;0.156;0.0;24;-1;0;-1;98;183;2;2.95;200;587;-1;0;
200;-1;0.172;0.094;0.078;0.0;24;-1;0;-1;58;88;2;2.95;200;539;-1;0;
200;-1;0.203;0.093;0.108;0.002;24;-1;0;-1;86;159;2;2.955;200;567;-1;0;
200;-1;0.145;0.094;0.051;0.0;24;-1;0;-1;52;80;2;2.95;200;581;-1;0;
200;-1;0.152;0.063;0.089;0.0;24;-1;0;-1;73;125;2;2.95;200;581;-1;0;
200;-1;0.14700000000000002;0.078;0.059;0.01;24;-1;0;-1;64;100;2;2.95;200;576;-1;0;
200;-1;0.198;0.078;0.12;0.0;24;-1;0;-1;111;216;2;2.955;200;569;-1;0;
200;-1;0.133;0.047;0.086;0.0;24;-1;0;-1;90;161;2;2.95;200;583;-1;0;
200;-1;0.124;0.054;0.07;0.0;24;-1;0;-1;82;149;2;2.955;200;571;-1;0;
200;-1;0.247;0.187;0.06;0.0;25;-1;0;-1;65;110;2;2.955;200;568;-1;0;
200;-1;0.267;0.156;0.111;0.0;25;-1;0;-1;114;218;2;2.95;200;587;-1;0;
200;-1;0.14300000000000002;0.094;0.049;0.0;25;-1;0;-1;58;88;2;2.95;200;539;-1;0;
200;-1;0.183;0.093;0.09;0.0;25;-1;0;-1;85;158;2;2.955;200;567;-1;0;
200;-1;0.14400000000000002;0.094;0.05;0.0;25;-1;0;-1;52;80;2;2.95;200;581;-1;0;
200;-1;0.174;0.063;0.111;0.0;25;-1;0;-1;73;125;2;2.95;200;581;-1;0;
200;-1;0.167;0.078;0.084;0.005;25;-1;0;-1;64;100;2;2.95;200;576;-1;0;
200;-1;0.261;0.078;0.182;0.001;25;-1;0;-1;111;216;2;2.955;200;569;-1;0;
200;-1;0.175;0.047;0.128;0.0;25;-1;0;-1;90;161;2;2.95;200;583;-1;0;
200;-1;0.173;0.054;0.119;0.0;25;-1;0;-1;82;149;2;2.955;200;571;-1;0;
200;-1;0.297;0.187;0.108;0.002;26;-1;0;-1;78;136;2;2.955;200;568;-1;0;
200;-1;0.33199999999999996;0.156;0.175;0.001;26;-1;0;-1;114;218;2;2.95;200;587;-1;0;
200;-1;0.21200000000000002;0.094;0.111;0.007;26;-1;0;-1;87;148;2;2.95;200;539;-1;0;
200;-1;0.248;0.093;0.155;0.0;26;-1;0;-1;99;188;2;2.955;200;567;-1;0;
200;-1;0.172;0.094;0.078;0.0;26;-1;0;-1;51;79;2;2.95;200;581;-1;0;
200;-1;0.224;0.063;0.161;0.0;26;-1;0;-1;72;124;2;2.95;200;581;-1;0;
200;-1;0.203;0.078;0.125;0.0;26;-1;0;-1;96;161;2;2.95;200;576;-1;0;
200;-1;0.25;0.078;0.172;0.0;26;-1;0;-1;111;216;2;2.955;200;569;-1;0;
200;-1;0.156;0.047;0.109;0.0;26;-1;0;-1;90;161;2;2.95;200;583;-1;0;
200;-1;0.148;0.054;0.094;0.0;26;-1;0;-1;82;149;2;2.955;200;571;-1;0;
200;-1;0.281;0.187;0.094;0.0;27;-1;0;-1;78;136;2;2.955;200;568;-1;0;
200;-1;0.281;0.156;0.125;0.0;27;-1;0;-1;114;218;2;2.95;200;587;-1;0;
